# CUDA_PROFILE_LOG_VERSION 2.0
# CUDA_DEVICE 0 GeForce GTS 250
# CUDA_CONTEXT 1
# CUDA_PROFILE_CSV 1
# TIMESTAMPFACTOR 12b522ca6b8e712a
method,gputime,cputime,regperthread,occupancy,instructions,warp_serialize,cta_launched
memcpyHtoD,1042.944,1090.132
_Z12sumOfSquaresPiS_Plii,406.688,516.894,8,0.333,18522,0,4
memcpyDtoH,4.800,61.243
memcpyDtoH,3.872,64.743
memcpyHtoD,951.968,863.707
_Z12sumOfSquaresPiS_Plii,212.576,321.615,8,0.667,18590,0,4
memcpyDtoH,5.600,114.088
memcpyDtoH,3.936,71.742
memcpyHtoD,951.968,865.807
_Z12sumOfSquaresPiS_Plii,115.264,218.376,8,1.000,18726,0,4
memcpyDtoH,7.072,61.943
memcpyDtoH,3.840,32.896
memcpyHtoD,958.752,869.656
_Z12sumOfSquaresPiS_Plii,83.488,186.880,8,1.000,18998,0,4
memcpyDtoH,12.192,90.640
memcpyDtoH,3.904,83.291
memcpyHtoD,958.528,859.857
_Z12sumOfSquaresPiS_Plii,85.472,189.680,8,0.667,19526,0,4
memcpyDtoH,18.432,104.639
memcpyDtoH,4.032,108.138
memcpyHtoD,1391.872,931.950
_Z12sumOfSquaresPiS_Plii,145.792,250.223,8,1.000,18667,0,4
memcpyDtoH,6.464,121.437
memcpyDtoH,3.872,70.692
memcpyHtoD,952.832,867.906
_Z12sumOfSquaresPiS_Plii,89.280,192.129,8,1.000,18898,0,4
memcpyDtoH,8.704,72.442
memcpyDtoH,3.904,104.639
memcpyHtoD,957.952,865.457
_Z12sumOfSquaresPiS_Plii,84.672,190.379,8,1.000,19306,0,4
memcpyDtoH,15.104,130.536
memcpyDtoH,3.904,76.642
memcpyHtoD,956.896,866.857
_Z12sumOfSquaresPiS_Plii,116.480,219.776,8,1.000,18715,0,2
memcpyDtoH,7.040,52.144
memcpyDtoH,3.776,55.994
memcpyHtoD,948.672,862.657
_Z12sumOfSquaresPiS_Plii,83.872,193.879,8,1.000,18998,0,4
memcpyDtoH,10.208,92.740
memcpyDtoH,3.840,32.546
memcpyHtoD,1056.768,1050.237
_Z12sumOfSquaresPiS_Plii,92.704,695.725,8,1.000,19556,0,8
memcpyDtoH,16.832,2811.597
memcpyDtoH,4.640,639.031
memcpyHtoD,1090.048,1155.925
_Z12sumOfSquaresPiS_Plii,87.872,201.928,8,1.000,20656,0,16
memcpyDtoH,30.880,120.037
memcpyDtoH,4.000,39.546
memcpyHtoD,2172.416,1603.527
_Z12sumOfSquaresPiS_Plii,93.984,205.428,8,1.000,22856,0,32
memcpyDtoH,56.160,161.333
memcpyDtoH,4.096,49.345
memcpyHtoD,957.120,940.699
_Z12sumOfSquaresPiS_Plii,96.800,207.878,8,1.000,27256,0,64
memcpyDtoH,108.448,279.620
memcpyDtoH,4.544,97.290
memcpyHtoD,990.976,913.401
_Z12sumOfSquaresPiS_Plii,113.312,443.402,8,1.000,36056,0,128
memcpyDtoH,205.952,431.154
memcpyDtoH,5.312,34.646
memcpyHtoD,924.960,880.155
_Z12sumOfSquaresPiS_Plii,137.152,180.581,8,1.000,53656,0,256
memcpyDtoH,412.896,638.331
memcpyDtoH,6.656,38.496
memcpyHtoD,985.024,947.698
_Z12sumOfSquaresPiS_Plii,212.448,261.422,8,1.000,88856,0,512
memcpyDtoH,1019.808,1247.965
memcpyDtoH,9.312,43.395
memcpyHtoD,975.904,953.297
_Z12sumOfSquaresPiS_Plii,330.400,655.129,8,1.000,136728,0,1024
memcpyDtoH,2283.264,2538.626
memcpyDtoH,15.008,58.444
memcpyHtoD,996.000,990.393
_Z12sumOfSquaresPiS_Plii,556.224,664.928,8,1.000,232472,0,2048
memcpyDtoH,5055.424,5312.427
memcpyDtoH,26.144,80.491
memcpyHtoD,1548.576,1782.358
_Z12sumOfSquaresPiS_Plii,84.480,195.979,8,1.000,19281,0,6
memcpyDtoH,13.600,128.786
memcpyDtoH,3.936,83.291
memcpyHtoD,957.120,867.206
_Z12sumOfSquaresPiS_Plii,86.816,191.429,8,1.000,20106,0,12
memcpyDtoH,24.800,144.184
memcpyDtoH,3.872,55.644
memcpyHtoD,949.536,862.657
_Z12sumOfSquaresPiS_Plii,91.712,197.379,8,1.000,21756,0,24
memcpyDtoH,43.552,163.082
memcpyDtoH,4.128,82.941
memcpyHtoD,1436.416,910.252
_Z12sumOfSquaresPiS_Plii,101.056,207.528,8,1.000,25056,0,48
memcpyDtoH,83.040,261.772
memcpyDtoH,4.384,146.284
memcpyHtoD,957.024,880.155
_Z12sumOfSquaresPiS_Plii,110.048,216.277,8,1.000,31656,0,96
memcpyDtoH,159.008,345.763
memcpyDtoH,5.024,103.239
memcpyHtoD,958.400,876.305
_Z12sumOfSquaresPiS_Plii,122.592,216.977,8,1.000,44856,0,192
memcpyDtoH,311.808,1069.485
memcpyDtoH,5.792,37.796
memcpyHtoD,984.064,945.948
_Z12sumOfSquaresPiS_Plii,174.784,279.270,8,1.000,71256,0,384
memcpyDtoH,891.232,1134.578
memcpyDtoH,7.904,106.039
memcpyHtoD,1290.560,984.444
_Z12sumOfSquaresPiS_Plii,273.184,380.059,8,1.000,112792,0,768
memcpyDtoH,1647.264,1879.297
memcpyDtoH,13.056,50.745
memcpyHtoD,1021.504,996.693
_Z12sumOfSquaresPiS_Plii,440.608,766.067,8,1.000,184600,0,1536
memcpyDtoH,3543.296,3799.540
memcpyDtoH,20.672,76.992
memcpyHto
